Unique-id,Name,Games,AB,Hits,1B,2B,3B,HR,Tbases,Runs,RBI,BB,SB,BA,OBP,SLG,Fld_Pct,AllStar_freq,P,C,1B,2B,3B,SS,OF,DH,HOF
cimolgi01,Gino Cimoli,969,3054,808,583,133,48,44,1169,370,321,234,21,0.2646,0.3174,0.3828,0.9732,0.1000,0,0,0,0,0,0,0.9381,0,0.0000
cirilje01,Jeff Cirillo,1617,5396,1598,1122,343,21,112,2319,800,727,581,63,0.2961,0.3680,0.4298,0.9691,0.1429,0.0006,0,0.0359,0.0297,0.8677,0.0031,0.0006,0.0161,0.0000
clappjo01,John Clapp,588,2523,714,581,91,35,7,896,457,275,112,17,0.2830,0.3135,0.3551,0.8704,0.0000,0,0.8027,0.0221,0.0051,0,0.0204,0.2007,0,0.0000
clarkda05,Dave Clark,905,1964,518,367,81,8,62,801,248,284,243,19,0.2637,0.3438,0.4078,0.9676,0.0000,0,0,0,0,0,0,0.4785,0.1215,0.0000
clarkja01,Jack Clark,1994,6847,1826,1115,332,39,340,3256,1118,1180,1389,77,0.2667,0.3882,0.4755,0.9841,0.2222,0,0,0.2914,0,0.0020,0,0.5211,0.1560,0.0197
clarkwi02,Will Clark,1976,7173,2176,1405,440,47,284,3562,1186,1205,1092,67,0.3034,0.3949,0.4966,0.9924,0.4000,0,0,0.9560,0,0,0,0,0.0172,0.0590
clarkbo02,Boileryard Clarke,950,3346,858,696,110,32,20,1092,394,429,176,54,0.2564,0.3102,0.3264,0.9562,0.0000,0,0.7779,0.2032,0,0,0,0,0,0.0000
clarkfr01,Fred Clarke,2242,8568,2672,2024,361,220,67,3674,1619,1015,874,506,0.3119,0.3855,0.4288,0.9476,0.0000,0,0,0,0,0.0004,0.0027,0.9764,0,0.3314
clarkho01,Horace Clarke,1272,4813,1230,1030,150,23,27,1507,548,304,383,151,0.2556,0.3105,0.3131,0.9809,0.0000,0,0,0,0.8664,0.0165,0.0503,0,0.0008,0.0000
clarkto01,Tommy Clarke,700,1708,453,344,66,37,6,611,169,191,216,42,0.2652,0.3514,0.3577,0.9743,0.0000,0,0.8229,0.0014,0,0,0,0,0,0.0000
claytro01,Royce Clayton,2108,7379,1904,1376,363,55,110,2707,935,723,599,231,0.2580,0.3152,0.3669,0.9731,0.0588,0,0,0,0,0.0019,0.9739,0,0,0.0000
clemero01,Roberto Clemente,2433,9454,3000,2154,440,166,240,4492,1416,1305,788,83,0.3173,0.3696,0.4751,0.9715,0.8333,0,0,0,0.0008,0.0004,0,0.9741,0,0.0000
clemeja01,Jack Clements,1157,4283,1226,863,226,60,77,1803,619,687,339,55,0.2862,0.3472,0.4210,0.9315,0.0000,0,0.9274,0.0069,0,0.0035,0.0035,0.0354,0,0.0000
clenddo01,Donn Clendenon,1362,4648,1273,865,192,57,159,2056,594,682,425,90,0.2739,0.3344,0.4423,0.9870,0.0000,0,0,0.8811,0,0.0007,0,0.0286,0,0.0000
cliftha01,Harlond Clift,1582,5730,1558,1009,309,62,178,2525,1070,829,1070,69,0.2719,0.3901,0.4407,0.9448,0.0833,0,0,0,0.0038,0.9798,0.0006,0,0,0.0000
clinety01,Ty Cline,892,1834,437,353,53,25,6,558,251,125,158,22,0.2383,0.3054,0.3043,0.9869,0.0000,0,0,0.0695,0,0,0,0.6143,0,0.0000
clinege01,Gene Clines,870,2328,645,531,85,24,5,793,314,187,176,71,0.2771,0.3311,0.3406,0.9786,0.0000,0,0,0,0,0,0,0.7023,0.0115,0.0000
clingbi01,Billy Clingman,816,2839,697,572,86,31,8,869,410,301,303,98,0.2455,0.3234,0.3061,0.9098,0.0000,0,0,0,0.0172,0.5172,0.4657,0.0012,0,0.0000
clintji01,Jim Clinton,426,1717,439,372,43,20,4,534,247,55,82,3,0.2557,0.2978,0.3110,0.7727,0.0000,0.0423,0.0047,0.0141,0.0188,0.0446,0.0047,0.8991,0,0.0000
coangi01,Gil Coan,918,2877,731,550,98,44,39,1034,384,278,232,83,0.2541,0.3157,0.3594,0.9726,0.0000,0,0,0,0,0,0,0.8159,0,0.0000
cobbty01,Ty Cobb,3035,11434,4189,3053,724,295,117,5854,2246,1937,1249,892,0.3664,0.4330,0.5120,0.9598,0.0000,0.0010,0,0.0046,0.0007,0.0003,0,0.9667,0,1.3059
cochrmi01,Mickey Cochrane,1482,5169,1652,1136,333,64,119,2470,1041,832,857,64,0.3196,0.4192,0.4778,0.9847,0.1538,0,0.9791,0,0,0,0,0.0007,0,1.0579
colavro01,Rocky Colavito,1841,6503,1730,1052,283,21,374,3177,971,1159,1009,19,0.2660,0.3642,0.4885,0.9793,0.6429,0.0011,0,0.0060,0,0,0,0.9636,0,0.0073
colbena01,Nate Colbert,1004,3422,833,494,141,25,173,1543,481,520,438,52,0.2434,0.3311,0.4509,0.9907,0.3000,0,0,0.8865,0,0.0010,0,0.0657,0.0030,0.0000
colbrgr01,Greg Colbrunn,992,2769,801,536,155,12,98,1274,337,422,181,29,0.2893,0.3408,0.4601,0.9924,0.0000,0,0.0010,0.7450,0,0.0181,0,0.0060,0.0212,0.0000
colemvi01,Vince Coleman,1371,5406,1425,1132,176,89,28,1863,849,346,489,752,0.2636,0.3251,0.3446,0.9732,0.1538,0,0,0,0,0,0,0.9562,0.0073,0.0081
colesda01,Darnell Coles,957,2891,709,478,142,14,75,1104,333,368,249,20,0.2452,0.3093,0.3819,0.9577,0.0000,0,0,0.0878,0,0.3824,0.0188,0.3626,0.0700,0.0000
collida02,Dave Collins,1701,4907,1335,1064,187,52,32,1722,667,373,483,395,0.2721,0.3400,0.3509,0.9855,0.0000,0,0,0.0735,0,0,0,0.6573,0.0611,0.0000
collied01,Eddie Collins,2826,9949,3315,2643,438,187,47,4268,1821,1300,1499,744,0.3332,0.4244,0.4290,0.9685,0.0000,0,0,0,0.9377,0.0004,0.0142,0.0035,0,1.0340
colliji01,Jimmy Collins,1725,6795,1999,1466,352,116,65,2778,1055,983,426,194,0.2942,0.3435,0.4088,0.9225,0.0000,0,0,0,0.0012,0.9757,0.0035,0.0162,0,0.6505
collijo01,Joe Collins,908,2329,596,407,79,24,86,981,404,329,344,27,0.2559,0.3517,0.4212,0.9896,0.0000,0,0,0.7874,0,0,0,0.1256,0,0.0000
collipa01,Pat Collins,543,1204,306,221,46,6,33,463,146,168,235,4,0.2542,0.3777,0.3846,0.9732,0.0000,0,0.7422,0.0092,0,0,0,0,0,0.0000
collish01,Shano Collins,1799,6390,1687,1222,310,133,22,2329,747,709,331,225,0.2640,0.3061,0.3645,0.9722,0.0000,0,0,0.2046,0.0017,0,0,0.7465,0,0.0066
combsea01,Earle Combs,1455,5746,1866,1345,309,154,58,2657,1186,632,670,96,0.3247,0.3969,0.4624,0.9730,0.0000,0,0,0,0,0,0,0.9533,0,0.2129
comisch01,Charlie Comiskey,1390,5796,1530,1227,206,68,29,1959,994,883,197,419,0.2640,0.2931,0.3380,0.9712,0.0000,0.0029,0,0.9806,0.0180,0,0,0.0122,0,0.0000
comorad01,Adam Comorosky,813,2787,795,582,134,51,28,1115,404,417,214,57,0.2853,0.3393,0.4001,0.9711,0.0000,0,0,0,0,0,0,0.8831,0,0.0000
conceda01,Dave Concepcion,2488,8723,2326,1788,389,48,101,3114,993,950,829,321,0.2667,0.3288,0.3570,0.9711,0.4737,0.0004,0,0.0249,0.0523,0.0482,0.8754,0.0032,0,0.2254
coninje01,Jeff Conine,2024,6957,1982,1347,385,36,214,3081,870,1071,717,54,0.2849,0.3505,0.4429,0.9889,0.1176,0,0,0.4951,0,0.0336,0,0.4605,0.0351,0.0000
connoro01,Roger Connor,1997,7794,2467,1655,441,233,138,3788,1620,1322,1002,244,0.3165,0.3970,0.4860,0.9693,0.0000,0,0,0.8803,0.0341,0.0556,0,0.0310,0,0.0000
conrowi01,Wid Conroy,1374,5061,1257,977,176,82,22,1663,605,452,345,262,0.2484,0.3009,0.3286,0.9321,0.0000,0,0,0.0073,0.0247,0.4840,0.2540,0.2213,0,0.0054
consobi01,Billy Consolo,603,1178,260,209,31,11,9,340,158,83,164,9,0.2207,0.3168,0.2886,0.9420,0.0000,0,0,0,0.1675,0.1012,0.5257,0,0,0.0000
cooledu01,Duff Cooley,1316,5364,1576,1268,180,102,26,2038,847,557,365,224,0.2938,0.3411,0.3799,0.9527,0.0000,0,0.0084,0.1398,0.0008,0.0137,0.0068,0.8313,0,0.0000
coopece01,Cecil Cooper,1896,7349,2192,1489,415,47,241,3424,1012,1125,527,89,0.2983,0.3432,0.4659,0.9916,0.2941,0,0,0.7780,0,0,0,0,0.1967,0.0000
